,data_id,event_date,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,clean_adm1,clean_adm2,clean_adm3,clean_adm4,latitude,longitude,source,source_scale,notes,fatalities
68,9377202,2022-06-23,Battles,Armed clash,Military Forces of Uganda (1986-),,1,Unidentified Armed Group (South Sudan),,3,13,Northern,Kitgum,Kitgum,Kitgum,3.2783,32.8867,URN (Uganda),National,"On 23 June 2022, UPDF soldiers attacked and fought with South Sudanese armed militiamen in Kitgum district (Northern). The militiamen had killed two farmers and abducted 8 others at Akilok village (coded separately). 5 abductees were set free. Causalities unknown.",0.0
69,9385900,2022-06-23,Violence against civilians,Attack,Unidentified Armed Group (South Sudan),,3,Civilians (Uganda),Women (Uganda); Government of Uganda (1986-); Labour Group (Uganda),7,37,Northern,Agago,Agago,Lira Kato,2.8682,33.4897,New Vision (Uganda),National,"On 23 June 2022, unidentified armed men shot dead a woman working as government electoral supervisor in Labora East village, Lira Kato sub county (Agago, Northern). [women targeted: government officials]",1.0
70,9377043,2022-06-22,Strategic developments,Arrests,Police Forces of Uganda (1986-),,1,Civilians (Uganda),NUP: National Unity Platform; Labour Group (Uganda),7,17,Central,Kampala,Kampala,Wandegeya,0.3311,32.5741,Daily Monitor (Uganda),National,"On 22 June 2022, police forces arrested David Lewis Rubongoya, National Unity Platform (NUP) party's Secretary General, and his driver in Wandegeya (Kampala, Kampala), on allegations of having committed a crime during the recently concluded by-election in Omoro.",0.0
71,9377199,2022-06-22,Riots,Mob violence,Rioters (Uganda),Students (Uganda),5,Rioters (Uganda),Students (Uganda); Police Forces of Uganda (1986-),5,55,Western,Mbarara,Mbarara,Mbarara,-0.6047,30.6485,URN (Uganda),National,"On 22 June 2022, students from Mbarara High School fought among themselves at the school in Mbarara city (Mbarara, Western). The fight started when 4 students accused colleagues of beating their classmate. Police fired tear gas to calm down the situation. [size=no report]",0.0
72,9377200,2022-06-22,Riots,Mob violence,Rioters (Uganda),Vigilante Group (Uganda),5,Civilians (Uganda),,7,57,Western,Kisoro,Bufumbira,Nyarusiza,-1.3136,29.6797,URN (Uganda),National,"On 22 June 2022, locals lynched a suspected thief in Kapfurizo town center, Nyarusiza sub county (Kisoro, Western). One suspect was arrested. [size=no report]",1.0
73,9377203,2022-06-22,Violence against civilians,Attack,Unidentified Armed Group (South Sudan),,3,Civilians (Uganda),Farmers (Uganda),7,37,Northern,Kitgum,Chua,Akilok,3.5551,33.4871,URN (Uganda),National,"On 22 June 2022, about 40 suspected South Sudanese armed men attacked civilians farming in Akilok village (Kitgum, Northern). The attackers killed two farmers and abducted 8 others.",2.0
74,9377044,2022-06-21,Protests,Protest with intervention,Protesters (Uganda),Students (Uganda),6,Police Forces of Uganda (1986-),,1,16,Central,Mukono,Nakifuma,Namataba,0.3806,32.8583,Daily Monitor (Uganda),National,"On 21 June 2022, students from St Francis School of Health Science demonstrated at the school in Namataba (Mukono, Central), after missing their final Uganda Nurses and Midwives Examination Board (UNMEB) examinations. Police forces were deployed to disperse the demonstration. [size=no report]",0.0
75,9377047,2022-06-20,Strategic developments,Arrests,Military Forces of Uganda (1986-),Police Forces of Uganda (1986-),1,Civilians (Uganda),ADF: Allied Democratic Forces,7,17,Central,Mityana,Mityana,Mityana,0.4015,32.0452,Daily Monitor (Uganda),National,"On 20 June 2022, UPDF soldiers and police forces arrested 16 ADF members in Mityana district (Luwero, Central). The joint security forces also discovered a home that was used as a hub for coordinating the ADF activities, military attire, boots, electronic gadgets and two mobile phones.",0.0
76,9377201,2022-06-20,Protests,Peaceful protest,Protesters (Uganda),Students (Uganda),6,,,0,60,Central,Mukono,Nakifuma,Namataba,0.3806,32.8583,URN (Uganda),National,"On 20 June 2022, students from St Francis School of Health Science demonstrated at the Namataba Police Station (Mukono, Central), demanding reprimand of the school management. [size=no report]",0.0
77,9377077,2022-06-19,Protests,Protest with intervention,Protesters (Uganda),,6,Police Forces of Uganda (1986-),,1,16,Northern,Arua,Arua,Arua,3.02,30.9108,Independent (Uganda),National,"On 19 June 2022, Joseph Kony LRA victims demonstrated in Arua city (Arua, Northern), over delayed compensation by the government for the losses caused by the Lord's Resistance Army attacks. Police forces intervened and blocked the demonstrators from reaching the Resident City Commissioner's office. [size=no report]",0.0
78,9376983,2022-06-18,Battles,Armed clash,Unidentified Armed Group (Uganda),,3,Police Forces of Uganda (1986-),,1,13,Central,Kampala,Kampala,Ntinda,0.3475,32.63,Chimp Reports; New Vision (Uganda),National,"On 18 June 2022, an armed group attacked Ntinda Police Station and put other police officers at gunpoint in Ntinda (Kampala, Central), before freeing a prisoner. There were no causalities.",0.0
79,9377101,2022-06-18,Riots,Mob violence,Rioters (Uganda),Vigilante Group (Uganda),5,Civilians (Uganda),,7,57,Western,Kabale,Ndorwa,Butanda,-1.3869,29.8898,New Vision (Uganda),National,"On 18 June 2022, residents lynched a suspected murderer at Katoojo Primary School, Butanda sub county (Kabale, Western). [size=no report]",1.0
80,9377058,2022-06-17,Protests,Peaceful protest,Protesters (South Sudan),Students (South Sudan),6,,,0,60,Central,Kampala,Kampala,Kampala,0.3156,32.5656,Eye Radio (South Sudan),Regional,"On 17 June 2022, about 300 South Sudanese students who completed their studies from the Juba-based Kampala University staged a protest at the school in Kampala (Kampala, Central), demanding answers over why they were asked to miss graduation. [size=about 300]",0.0
81,9377078,2022-06-17,Battles,Armed clash,Karamajong Ethnic Militia (Uganda),Pastoralists (Uganda),4,Military Forces of Uganda (1986-),Police Forces of Uganda (1986-),1,14,Northern,Kotido,Kotido,Kotido,3.0065,34.114,Independent (Uganda),National,"On 17 June 2022, two Karamajong pastoralists fought with police and military forces at Kapus village, Lokomebu parish, Kotido Sub county (Kotido, Northern). The pastoralists shot and injured the LC3 sub county of Nyakwae sub county and a boda boda rider.",0.0
82,9364459,2022-06-16,Strategic developments,Arrests,Military Forces of Uganda (1986-),,1,Civilians (Uganda),ADF: Allied Democratic Forces,7,17,Central,Luwero,Katikamu,Luwero,0.8413,32.4933,Daily Monitor (Uganda),National,"On 16 June 2022, UPDF soldiers arrested three ADF members including a commander near the Kampala-Gulu highway at Kikubajinja zone in Luwero town council (Luwero, Central). UPDF also discovered a suspected ADF training facility and a cache of weapons and explosives.",0.0
83,9364749,2022-06-16,Riots,Mob violence,Rioters (Democratic Republic of Congo),Refugees/IDPs (Democratic Republic of Congo),5,Civilians (Uganda),M23: March 23 Movement; Police Forces of Uganda (1986-); Military Forces of Uganda (1986-),7,57,Western,Kisoro,Bufumbira,Bunagana,-1.1667,29.6667,URN (Uganda),National,"On 16 June 2022, Congolese refugees beat up a suspected M23 rebel in Bunagana town (Kisoro, Western). The unarmed suspected rebel was removing his military attire when he was attacked by the refugees who were armed with clubs and sticks. Police and military forces were forced to fire in the air to save the victim. He was taken to the hospital. [size=no report]",0.0
84,9364460,2022-06-15,Protests,Peaceful protest,Protesters (Uganda),Refugees/IDPs (Uganda),6,,,0,60,Western,Kisoro,Bufumbira,Bunagana,-1.1667,29.6667,Daily Monitor (Uganda),National,"On 15 June 2022, hundreds of Congolese refugees demonstrated and camped at Bunagana border (Kisoro, Western), demanding to return home. [size=hundreds]",0.0
85,9364527,2022-06-15,Riots,Mob violence,Rioters (Uganda),Labour Group (Uganda),5,Civilians (Uganda),Police Forces of Uganda (1986-),7,57,Eastern,Jinja,Jinja,Jinja,0.4389,33.2031,Independent (Uganda),National,"On 15 June 2022, court bailiffs armed with hammers and other items destroyed the property of civilians and beat them up along Iganga road in Jinja city (Jinja, Eastern), for resisting eviction. Police rushed to intervene prompting the bailiffs to flee for fear of being arrested. [size=no report]",0.0
86,9377045,2022-06-15,Riots,Mob violence,Rioters (Uganda),Vigilante Group (Uganda),5,Civilians (Uganda),,7,57,Northern,Arua,Ayivu,Barize,3.0498,30.835,Daily Monitor (Uganda),National,"On 15 June 2022, residents stoned to death three civilians in Barize cell (Arua, Northern), over allegation of stealing goats. [size=no report]",3.0
87,9377046,2022-06-15,Riots,Mob violence,Rioters (Uganda),Vigilante Group (Uganda),5,Civilians (Uganda),,7,57,Eastern,Serere,Serere,Okulonyo,1.5685,33.4489,Daily Monitor (Uganda),National,"On 15 June 2022, three siblings attacked their father over suspected sorcery Igora II village, Okulonyo parish (Serere, Eastern). [size=3]",1.0
88,9401475,2022-06-15,Violence against civilians,Attack,Police Forces of Uganda (1986-),,1,Civilians (Uganda),,7,17,Central,Buikwe,Buikwe,Kiyindi,0.2816,33.1414,URN (Uganda),National,"On 15 June 2022, police forces beat up a suspected thief in Kiyindi town (Buikwe, Central).",0.0
89,9403143,2022-06-15,Battles,Armed clash,Police Forces of Uganda (1986-),Military Forces of Uganda (1986-),1,Karamajong Ethnic Militia (Uganda),Pastoralists (Uganda),4,14,Northern,Nakapiripirit,Chekwi,Kobeyon,1.8416,34.5107,URN (Uganda),National,"On 15 June 2022, police and military forces attacked and fought with Karamajong pastoralists in Kobeyon parish (Nakapiripirit, Northern). There were no casualties. Five pastoralists were arrested and some guns recovered.",0.0
90,9419127,2022-06-15,Violence against civilians,Attack,Police Forces of Uganda (1986-),Military Forces of Uganda (1986-),1,Civilians (Uganda),Women (Uganda),7,17,Northern,Moroto,Moroto,Loputuk,2.348,34.7233,URN (Uganda),National,"Around 15 June 2022 (month of), police and military forces beat and injured a woman during search operations to confess that her husband owned an illegal firearm in Nataparkwangan village in Loputuk sub county (Moroto, Northern). [women targeted: relatives of targeted groups or persons]",0.0
91,9364458,2022-06-14,Protests,Protest with intervention,Protesters (Uganda),FDC: Forum for Democratic Change,6,Police Forces of Uganda (1986-),,1,16,Central,Kampala,Kampala,Kampala,0.3156,32.5656,Daily Monitor (Uganda),National,"On 14 June 2022, FDC supporters including leaders of Kizza Besigye and Samuel Walter Lubega Mukaaku, demonstrated in Kampala town (Kampala, central), against the government inaction to cushion Ugandans and high commodity prices. Besigye and Samuel were arrested by police. [size=no report]",0.0
92,9364602,2022-06-14,Riots,Mob violence,Rioters (Uganda),Vigilante Group (Uganda); Government of Uganda (1986-),5,Civilians (Uganda),,7,57,Western,Kabale,Ndorwa,Karambwe,-1.2616,30.1491,New Vision (Uganda),National,"On 14 June 2022, locals led by the chief of the village beat to death a suspected thief in Karambwe village (Kabale, western). The chief of the village and his secretary were arrested. [size=no report]",1.0
93,9364748,2022-06-14,Protests,Protest with intervention,Protesters (Uganda),Labour Group (Uganda),6,Police Forces of Uganda (1986-),Military Forces of Uganda (1986-),1,16,Northern,Arua,Arua,Arua,3.02,30.9108,URN (Uganda),National,"On 14 June 2022, Arua Central Market vendors marched in the city and blocked the opening of the gates of the market in Arua city (Arua, Northern), over the failure by the city council authorities to demolish ungazetted markets and stop street vending. Police and military forces intervened and forced the opening of the gates of the market. [size=no report]",0.0
94,9364752,2022-06-14,Protests,Protest with intervention,Protesters (Democratic Republic of Congo),Refugees/IDPs (Democratic Republic of Congo),6,Police Forces of Uganda (1986-),,1,16,Western,Kisoro,Bufumbira,Nyakabande,-1.2833,29.7333,URN (Uganda),National,"On 14 June 2022, 47 Congolese refugees demonstrated in Nyakabande (Kisoro, Western), against their transfer from the Nyakabande transit center to Nakivale refugee camp. The refugees blocked the Bunagana-Kisoro-Kabale-Mbarara Highway (assumed with their bodies) after receiving news of their transfer to Nakivale. Police forces intervened and arrested the demonstrators. [size=47]",0.0
95,9364528,2022-06-13,Violence against civilians,Attack,Karamajong Ethnic Militia (Uganda),Pastoralists (Uganda),4,Civilians (Uganda),Police Forces of Uganda (1986-) Internal Security Organisation,7,47,Northern,Moroto,Matheniko,Kambizi,2.5152,34.6509,Independent (Uganda),National,"On 13 June 2022, suspected Karamajong pastoralists shot and injured the Gombolola Intelligence Officer (GISO) off duty at his home in Kambizi village (Moroto, Northern). The victim was rushed to the hospital.",0.0
96,9364751,2022-06-13,Violence against civilians,Attack,Karamajong Ethnic Militia (Uganda),Pastoralists (Uganda),4,Civilians (Uganda),Taxi Drivers (Uganda),7,47,Northern,Napak,Bokora,Nawaikorot,2.4711,34.4748,URN (Uganda),National,"On 13 June 2022, suspected Karamajong pastoralists shot dead a boda boda rider in Nawaikorot village (Napak, Northern), just 3km away from Morulinga state lodge where President, Yoweri Kaguta Museveni was meeting with Karamoja leaders to find ways of ending insecurity in the region.",1.0
97,9364457,2022-06-12,Riots,Mob violence,Rioters (Uganda),Students (Uganda),5,,,0,50,Central,Lyantonde,Kabula,Kaliro,-0.2635,31.145,Daily Monitor (Uganda),National,"On 12 June 2022, students from St John's Comprehensive Secondary School destroyed the school's property in Kaliro (Lyantonde, Central), for unknown reasons. 20 students were arrested and the school was closed for two weeks. [size=no report]",0.0
98,9364603,2022-06-12,Riots,Mob violence,Rioters (Uganda),Vigilante Group (Uganda),5,Civilians (Uganda),,7,57,Central,Nakaseke,Nakaseke,Wakyato,0.8744,32.2047,New Vision (Uganda),National,"On 12 June 2022, 3 people attacked and killed a suspected murderer on Mukene hill, Wakyato sub county (Nakaseke, Central), for having killed their young brother way back in 2018. [size=3]",1.0
99,9364604,2022-06-11,Protests,Protest with intervention,Protesters (Uganda),,6,Police Forces of Uganda (1986-),,1,16,Western,Kabarole,Burahya,Kaswa,0.6424,30.3426,New Vision (Uganda),National,"On 11 June 2022, residents demonstrated over poor service delivery at Kaswa Health Centre III (Kabarole, Western). Police forces intervened and blocked the demonstrators from entering the facility. [size=no report]",0.0
